date,tokens,likes,retweets,mencoes,hashtags,emojis
2020-07-05,"['3', 'governo', 'bolsonaro', 'fechou', '1º', 'semestr', '2020', '39', 'entrega', 'espalhada', 'toda', 'regiõ', 'brasil', 'apresentado', 'cronograma', '30', 'inauguraçõ', 'dezembro', 'detalh', 'rede', 'sociai', 'minfraestrutura', 'tarcisiogdf']",14092,2826,"['MInfraestrutura', 'tarcisiogdf']",[],[]
2020-07-05,"['2', 'brasil', 'concluiu', 'terço', 'exigência', 'entrar', 'ocd', 'seguimo', 'avançando', 'govbr']",5870,1344,['govbr'],[],[]
2020-07-05,"['1', 'além', 'combat', 'queimada', 'multa', 'apreensõ', 'madeira', 'ileg', 'divulgado', 'muita', 'postagen', 'lançado', 'agora', 'programa', 'floresta', 'foco', 'exclusivo', 'conservação', 'mata', 'nativa', 'alcanc', 'todo', 'bioma', 'remuneração', 'proteg', 'mmeioambient', 'rsallesmma']",22197,4644,"['mmeioambiente', 'rsallesmma']",[],[]
2020-07-05,"['apreensão', 'droga', 'prfbrasil', 'comparação', 'mese', 'maio', 'junho', '2019', '2020']",32907,5795,['PRFBrasil'],[],[]
2020-07-04,"['i', 'also', 'want', 'to', 'greet', 'my', 'friend', 'realdonaldtrump', 'the', 'courag', 'speech', 'he', 'deliv', 'yesterday', 'those', 'were', 'the', 'word', 'of', 'great', 'statesman', 'may', 'the', 'legaci', 'and', 'the', 'valu', 'of', 'the', 'founder', 'of', 'thi', 'great', 'nation', 'endur', 'and', 'be', 'kept', 'from', 'the', 'evil', 'intent', 'of', 'radic']",21358,3056,['realDonaldTrump'],[],[]
2020-07-04,"['id', 'like', 'to', 'congratul', 'presid', 'realdonaldtrump', 'and', 'the', 'peopl', 'of', 'the', 'usa', 'on', 'the', '244th', 'anniversari', 'of', 'their', 'independ', 'the', 'leader', 'of', 'the', 'two', 'largest', 'western', 'democraci', 'we', 'work', 'to', 'advanc', 'the', 'ideal', 'of', 'freedom', 'democraci', 'and', 'human', 'digniti', 'that', 'thi', 'day', 'repres']",37064,5812,['realDonaldTrump'],[],[]
2020-07-04,"['cumprimento', 'amigo', 'realdonaldtrump', 'belíssimo', 'corajoso', 'discurso', 'dia', 'ontem', 'palavra', 'grand', 'estadista', 'legado', 'valor', 'fundador', 'dessa', 'grand', 'nação', 'permaneçam', 'sólido', 'jamai', 'apagado', 'radiciai']",30966,4139,['realDonaldTrump'],[],[]
2020-07-04,"['gostaria', 'parabenizar', 'president', 'realdonaldtrump', 'povo', 'eua', '244º', 'aniversário', 'independência', 'lídere', 'dua', 'maior', 'democracia', 'ocidentai', 'trabalhamo', 'avançar', 'ideai', 'liberdad', 'democracia', 'dignidad', 'humana', 'data', 'representa']",53834,8149,['realDonaldTrump'],[],[]
2020-07-04,"['hidroxicloroquina', 'chegou', 'porto', 'seguroba', 'parabén', 'dra', 'raissa', 'soar']",45012,8966,[],[],[]
2020-07-04,"['b', 'govbr', 'intensifica', 'trabalho', 'recuperação', 'estrago', 'causado', 'deu', 'confort', 'família', 'vítima', 'desta', 'toda', 'situação', 'paí', 'atravessa', 'atualment']",16104,2350,['govbr'],[],[]
2020-07-04,"['desd', 'catástrof', 'ocorrida', 'paí', 'enviou', 'equip', 'secretaria', 'nacion', 'proteção', 'defesa', 'civil', 'estado', 'sc', 'hoje', 'sobrevoamo', 'região', 'parlamentar', 'autoridad', 'locai']",24376,3944,['mdregional_br'],[],[]
2020-07-04,"['reforço', '6410', 'ventilador', 'pulmonar', 'entregu', 'governo', 'feder', 'rede', 'saúd', 'estado', 'município', '3477', 'ventilador', 'uti', '2933', 'transport', 'rj', 'recebeu', 'maior', 'número', '814', 'respirador', 'seguido', 'sp', '766', 'pa', '406', 'mg', '389', 'minsaud']",10123,1978,['minsaude'],[],[]
2020-07-04,"['d', 'catedr', 'imperi', 'petrópolisrj', 'vai', 'receb', 'maior', 'restauração', 'história', 'obra', 'prevista', 'começar', 'agosto', 'execução', 'empreitada', 'contará', 'empresa', 'trabalhador', 'locai', 'incentivar', 'economia', 'cidad', 'detalh']",14726,2714,[],[],[]
2020-07-04,"['cliberada', 'concessõ', '22', 'aeroporto', 'processo', 'desenvolv', 'garantir', 'investimento', 'privado', 'transformar', 'ativo', 'melhorar', 'qualidad', 'serviço', 'usuário', 'minfraestrutura', 'tarcisiogdf', 'detalh', 'locai', 'anunciado', 'mapa']",5878,1317,"['MInfraestrutura', 'tarcisiogdf']",[],[]
2020-07-04,"['b', 'lançado', 'cguonlin', 'wrosariocgu', 'painel', 'dá', 'transparência', 'aquisição', 'ben', 'insumo', 'serviço', 'união', 'estado', 'df', 'município', 'enfrentar', 'covid19', 'ferramenta', 'traz', 'referenci', 'preço', 'auxilia', 'gestor', 'melhor', 'compra', 'saiba']",4727,1129,"['CGUonline', 'WRosarioCGU']",[],[]
2020-07-04,"['inaugurado', '40', 'dessalinizador', 'programa', 'água', 'doce', 'paraíba', 'investimento', 'federai', 'vão', 'levar', 'água', 'potável', '27', 'município', 'sertão', 'paraibano', 'substituindo', 'carrospipa', 'caminho', 'rogeriosmarinho']",28878,7017,"['mdregional_br', 'rogeriosmarinho']",[],[]
2020-07-03,"['c', 'justicagovbr', 'amendoncamjsp', 'entreg', '108', 'veículo', 'secretaria', 'segurança', 'pública', 'estado', 'distrito', 'feder', 'carro', 'usado', 'programa', 'nacion', 'qualidad', 'vida', 'profissionai', 'segurança', 'pública', 'tvbrasilgov']",7786,1371,"['JusticaGovBR', 'AmendoncaMJSP', 'tvbrasilgov']",[],[]
2020-07-03,"['b', '26', 'mil', 'instituiçõ', 'longa', 'permanência', 'idoso', 'estado', 'município', 'receberão', 'ajuda', 'financeira', 'governo', 'feder', 'adotarem', 'medida', 'dignidad', 'enfrentamento', 'possívei', 'caso', 'covid19', 'damaresalv', 'tvbrasilgov']",9360,1662,"['DamaresAlves', 'tvbrasilgov']",[],[]
2020-07-03,"['pesquisador', 'brasileiro', 'desenvolvem', 'equipamento', 'capaz', 'descontaminar', 'forma', 'segura', 'máscara', 'n95', 'usada', 'profissionai', 'saúd', 'via', 'mctic', 'tvbrasilgov']",19411,3854,"['mctic', 'Astro_Pontes', 'tvbrasilgov']",[],[]
2020-07-02,"['500000', 'unidad', 'habitacionai', 'entregu', '50000', 'final', 'ano', 'f', 'pl', 'fakenew', 'g', 'mp', 'futebol', 'h', 'recurso', 'união', 'enviado', 'estado', 'município', 'i', 'ferrovia', 'detalh']",13143,2173,[],[],[]
2020-07-02,"['live', 'toda', 'quintafeira', 'president', '02072020', 'tema', 'ajuda', 'sc', 'devido', 'ciclon', 'b', 'auxílio', 'pequena', 'empresa', 'c', 'detalh', 'sobr', 'auxílioemergenci', 'd', '20000', 'obra', 'brasil', 'desd', '2019']",18259,3194,['mdregional_br'],[],[]
2020-07-02,"['parec', 'agu', 'jl05', 'jul20', 'esclarec', 'escola', 'militar', 'en', 'espcex', 'epcar', 'cm', 'pública', 'p', 'todo', 'fin', 'inclus', 'p', 'acesso', 'universidad', 'sisu', 'analogia', 'escola', 'militar', 'outro', 'ent', 'pm', 'cbm', 'tratamento', 'universidad', 'federai']",32280,5555,[],[],[]
2020-07-02,['carlosnadalim'],4853,272,['CarlosNadalim'],[],"['🇧🇷', '🤝']"
2020-07-02,"['6', 'liberado', 'recurso', 'continuidad', 'obra', 'abastecimento', 'água', 'esgotamento', 'sanitário', 'manejo', 'água', 'pluviai', 'realização', 'estudo', 'cidad', 'ceará', 'maranhão', 'pará', 'paraíba', 'santa', 'catarina', 'sergip', 'paulo', 'detalh']",9454,1729,['mdregional_br'],[],[]
2020-07-02,"['5', 'govbr', 'lança', '2', 'nova', 'ferramenta', 'informaçõ', 'tempo', 'real', 'organização', 'resíduo', 'reutilizávei', 'paí', 'antiga', 'reivindicação', 'setor', 'ambient', 'trabalho', 'melhorar', 'vida', 'saúd', 'brasileiro', 'burocracia', 'praticidad', 'custo', 'zero', 'usuário', 'lixãozero']",11001,2083,['govbr'],['LixãoZero'],[]
2020-07-02,"['4', 'operaçãoverdebrasil2', 'operaçãocovid19', 'apreensõ', 'madeira', 'ileg', 'foz', 'rio', 'tocantin', 'pará', 'parceria', 'interministeri', 'leva', 'atendimento', 'saúd', 'indígena', 'roraima']",4584,1043,[],[],[]
2020-07-02,"['3', 'palmasto', 'entrega', '220', 'máquina', 'equipamento', '139', 'município', 'estado', 'entregu', '139', 'retroescavadeira', '80', 'pá', 'carregadeira', 'gerador', 'diesel', 'concedida', '12', 'escavadeira', 'hidráulica', 'ação', 'conjunta', 'bancada', 'estado', 'secomvc']",5500,1106,['secomvc'],[],[]
2020-07-02,"['2', 'bnde', 'aprov', 'financiamento', 'r', '5597', 'milhõ', 'aquisição', 'test', 'sorológico', 'igm', 'igc', 'detecção', 'covid19', 'além', 'anunciado', 'timelin', 'diariament']",4013,897,['bndes'],[],[]
2020-07-02,"['1', 'benefício', 'emergenci', 'preservação', 'emprego', 'renda', 'bem', 'realiz', 'cerca', '12', 'mi', 'acordo', 'individuai', 'coletivo', 'aqui', 'investimento', 'r', '174', 'bi', 'sudest', 'lidera', '38', 'mi', 'acordo', 'sp', '11', 'mi', 'rj', '1', 'mi', 'mg', 'brunobiancol', 'mineconomia']",25933,4760,"['brunobiancoleal', 'MinEconomia']",[],[]
2020-07-01,"['programa', 'governo', 'conseguimo', 'cumprir', 'estaríamo', 'outro', 'lado', 'ganho', 'assista']",20977,4179,[],[],[]
2020-07-01,"['conselho', 'nacion', 'política', 'energética', 'estabeleceu', 'diretr', 'etanol', 'possa', 'vendido', 'usina', 'diretament', 'posto', 'combustívei', 'venda', 'direta', 'etanol', 'pode', 'proporcionar', 'maior', 'concorrência', 'setor', 'baratear', 'preço', 'combustívei', 'bomba']",52764,9800,[],[],[]
2020-06-30,"['ferrovia', 'avançam', 'cabotagem', 'bate', 'record', 'privatizaçõ', 'aeroporto', 'desincham', 'estado', 'qualificam', 'setor', 'estrada', 'sendo', 'finalizada', 'expandida', 'refeita', 'detalh', 'rede', 'sociai', 'minfraestrutura', 'portosdobrasil', 'aviacaodobrasil', 'dnitofici']",15775,3064,"['MInfraestrutura', 'portosdobrasil', 'aviacaodobrasil', 'DNIToficial']",[],[]
2020-06-30,"['b', 'água', 'francisco', 'foco', 'sistema', 'dessanilização', 'perfuraçõ', 'poço', 'artesiano', 'projeto', 'nordest', 'avançam', 'depoimento', 'senhor', 'juazeiro', 'nort', 'ce']",21851,4342,[],[],[]
2020-06-30,"['publicado', 'dou', 'auxílio', 'financeiro', 'r3bi', 'setor', 'cultur', 'auxílio', 'r600', 'artista', 'inform', 'aplicação', 'responsabilidad', 'estado', 'município', 'contrapartida', 'deverão', 'promovida', 'atividad', 'aluno', 'escola', 'pública', 'pa', 'comunidad', 'gratuitament']",32570,5686,[],[],[]
2020-06-29,"['17', 'hospit', 'universitário', 'brasília', 'avança', 'pesquisa', 'efeito', 'covid19', 'durant', 'gestação', '18', 'chegada', '27o', 'voo', 'fretado', 'governo', 'feder', 'insumo', 'paí', 'recebeu', '165', 'milhõ', 'máscara', 'cirúrgica', 'tipo', 'n95', 'minfraestrutura']",12911,2006,['MInfraestrutura'],[],[]
2020-06-29,"['14', '87', 'mil', 'test', 'distribuído', 'sistema', 'penitenciário', 'brasileiro', '15', 'inauguração', 'ala', 'hospitalar', 'indígena', 'atalaia', 'nort', 'am', 'damaresalv', '16', 'força', 'armada', 'especializada', 'treinam', 'profissionai', 'civi', 'saúd', 'emergência', 'cuidado', 'intensivo']",13117,2094,['DamaresAlves'],[],[]
2020-06-29,"['11', 'programa', 'informatização', 'su', 'r', '46', 'milhõ', 'equip', '845', 'município', 'minsaud', '12', '105', 'milhõ', 'brasileiro', 'atendido', 'equip', 'saúd', 'família', 'govbr', '13', 'ampliação', 'serviço', 'testagem', 'secomvc']",3792,864,"['minsaude', 'govbr', 'secomvc']",[],[]
2020-06-29,"['7', 'número', 'recuperado', 'supera', '697500', 'brasileiro', 'minsaud', '8', '4523', 'respirador', 'entregu', 'toda', 'regiõ', 'paí', 'minfraestrutura', '9', 'r', '2514', 'milhõ', 'reforçar', 'centro', 'atendimento', '767', 'município', '10', '8940', 'leito', 'exclusivo', 'covid19', 'habilitado']",4283,1006,"['minsaude', 'MInfraestrutura']",[],[]
2020-06-29,"['5', 'r', '90', 'bilhõ', 'auxílio', 'emergenci', 'creditado', '641', 'milhõ', 'brasileiro', 'beneficiado', 'programa', 'bolsa', 'família', 'meno', '3', 'mese', 'criado', 'mincidadania', '6', 'caixa', 'começ', 'pagar', '3a', 'parcela', 'auxílio', 'emergenci', 'sábado', '27']",4112,955,"['MinCidadania', 'Caixa']",[],[]
2020-06-29,"['2', 'r', '495', 'milhõ', 'empresa', 'atuam', 'área', 'superintendência', 'desenvolvimento', 'nordest', 'mineconomia', '3', 'medida', 'bancocentralbr', 'estima', 'liberar', 'r', '55', 'bilhõ', 'pequena', 'empresa', '4', '12', 'mil', 'empreendedor', 'atendido', 'linha', 'emergenci', 'bnde']",4371,994,"['MinEconomia', 'BancoCentralBR', 'bndes']",[],[]
2020-06-29,"['açõ', 'govbr', 'prol', 'brasileiro', 'última', 'semana', 'detalh', 'exposto', 'diariament', 'rede', 'sociai', 'brasil', 'pode', 'parar', '1', 'r', '8187', 'milhõ', 'fortalecimento', 'rede', 'socioassistenci', 'estado', 'município', 'dhumanosbrasil']",30297,5590,"['govbr', 'DHumanosBrasil']",[],[]
2020-06-29,"['marceloscf2', 'dnitofici']",4228,264,"['Marceloscf2', 'DNIToficial']",[],"['🇧🇷', '🤝']"
2020-06-29,"['itinga', 'vale', 'jequitinhonhamg']",28065,5657,[],[],[]
2020-06-29,"['brasil', 'vacina', 'contra', 'covid19', 'minsaud']",28885,6103,['minsaude'],[],[]
2020-06-29,"['causa', 'pandemia', 'pai', 'pode', 'ir', 'formatura', 'filho', 'pe', 'jovem', 'recebeu', 'boina', 'casa']",62706,9970,[],[],[]
2020-06-28,"['5', 'região', 'sul']",10623,2270,[],[],[]
2020-06-28,"['4', 'região', 'centrooest']",10241,2050,[],[],[]
2020-06-28,"['3', 'região', 'nort']",3658,1049,[],[],[]
2020-06-28,"['2', 'região', 'sudest']",4252,1211,[],[],[]
2020-06-28,"['açõ', 'govbr', 'exposta', 'diariament', 'rede', 'sociai', 'frent', 'toda', 'linha', 'possívei', 'nest', 'período', 'difícil', 'decolando', 'vamo', 'dúvida', 'sair', 'desta', 'colocar', 'brasil', 'novament', 'rumo', 'destaqu', 'merec', '1', 'nordest']",24799,5781,['govbr'],[],[]
2020-06-28,"['6', 'desd', '2019', '1000', 'km', 'br', 'asfaltado', 'iniciada', 'duplicado', 'refeita', 'andamento', 'semana', 'br', '135ma', '319am', '381mg', '343pi', '222ce', '364ro', 'muita', 'outra', 'detalh', 'rede', 'sociai', 'dnitofici']",11917,2665,['DNIToficial'],[],[]
2020-06-28,"['5', 'comissão', 'técnica', 'lei', 'incentivo', 'esport', 'zerou', 'lista', 'pedido', 'anális', 'deram', 'entrada', 'secretaria', 'especi', 'esport', 'mincidadania', '2019', 'média', 'projeto', 'aprovado', 'dobrou', 'último', 'mese', 'nova', 'aprovaçõ', 'número', 'chegou', '188']",9513,1723,['MinCidadania'],[],[]
2020-06-28,"['4', 'lançado', 'webinar', 'painel', 'destravando', 'potenci', 'investimento', 'verd', 'p', 'agricultura', 'brasil', 'promovido', 'climatebond', 'minfraestrutura', 'bancocentralbr', 'vocacionado', 'maior', 'potência', 'agroambient', 'mundo']",4001,933,"['ClimateBonds', 'Mapa_Brasil', 'MInfraestrutura', 'BancoCentralBR']",[],['🇧🇷']
2020-06-28,"['3', 'redução', 'custo', 'máquina', 'pública', 'reforma', 'anexo', 'prédio', 'minfraestrutura', 'abrigar', 'secretaria', 'aviacaodobrasil', 'portosdobrasil', 'saindo', 'aluguel', 'economizando', 'r', '116', 'milhõesano', 'maior', 'integração', 'rotina', 'administrativa', 'setor']",9774,2339,"['MInfraestrutura', 'aviacaodobrasil', 'portosdobrasil']",[],[]
2020-06-28,"['2', 'governo', 'feder', 'amplia', 'test', 'testagem', 'covid19', 'profissionai', 'saúd', 'segurança', 'pública', 'apresentem', 'sintoma', 'poderão', 'testado', 'expansão', '456', 'milhõ', 'pessoa', 'analisada', 'caminho', 'detalh', 'minsaud', 'secomvc']",4610,1073,"['minsaude', 'secomvc']",[],[]
2020-06-28,"['1', 'cguonlin', 'juntament', 'órgão', 'federai', 'estaduai', 'demai', 'deflagram', 'operaçõ', 'contra', 'possibilidad', 'desvio', 'dinheiro', 'pagador', 'imposto', 'anteontem', 'operação', 'quarto', 'círculo', 'víru', 'infectio']",21152,4595,['CGUonline'],[],[]
2020-06-28,['onyxlorenzoni'],8612,505,['onyxlorenzoni'],[],"['🇧🇷', '👍🏻']"
2020-06-28,"['obrigado', 'ceará', 'jair', 'bolsonaro', 'link', 'youtub']",56222,11782,[],[],[]
2020-06-27,"['j', '215000', 'cesta', 'básica', 'família', 'indígena', 'situação', 'vulnerabilidad', 'damaresalv', 'k', '26020', 'brasileiro', 'repatriado', 'itamaratygovbr', 'ernestofaraujo']",13935,2219,"['DamaresAlves', 'ItamaratyGovBr', 'ernestofaraujo']",[],[]
2020-06-27,"['h', 'publicada', 'portaria', 'orientaçõ', 'preservar', 'segurança', 'saúd', 'trabalhador', 'emprego', 'brasil', 'i', '20000', 'bolsa', 'mestrado', 'doutorado', 'prorrogada']",13586,2086,['MEC_Comunicacao'],[],[]
2020-06-27,"['f', 'anunciada', 'medida', 'prevenção', 'control', 'covid19', 'frigorífico', 'indústria', 'laticínio', 'terezacr', 'g', 'conselho', 'nacion', 'trânsito', 'autoriza', 'realização', 'aula', 'remota']",4442,892,"['Mapa_Brasil', 'TerezaCrisMS']",[],[]
2020-06-27,"['c', 'telesu', '73', 'milhõ', 'brasileiro', 'utilizaram', 'serviço', 'mineconomia', 'd', 'abrigo', 'idoso', 'podem', 'inscrev', 'receb', 'recurso', 'federai', 'govbr', 'nova', 'versão', 'app', 'fgt', 'funcionalidad', 'saqu', 'emergenci', 'mineconomia']",3931,871,"['MinEconomia', 'govbr', 'MinEconomia']",[],[]
2020-06-27,"['açõ', 'govbr', '19', '26', 'junho', 'seleciona', '31', 'projeto', 'pesquisa', 'combat', 'coronavíru', 'b', '445', 'mil', 'kit', 'higien', 'limpeza', 'distribuído', 'comunidad', 'indígena', 'dhumanosbrasil', 'damaresalv']",24423,4524,"['govbr', 'CAPES_Oficial', 'DHumanosBrasil', 'DamaresAlves']",[],[]
2020-06-27,"['cabojunioamar', 'fort', 'abraço']",23680,1549,['cabojunioamaral'],[],[]
2020-06-27,"['casacivilbr', 'govbr']",919,118,"['casacivilbr', 'govbr']",[],['🇧🇷']
2020-06-27,['secomvc'],7672,578,['secomvc'],[],['🇧🇷']
2020-06-27,"['hoje', 'região', 'triângulo', 'mineiro', 'agradeço', 'consideração', 'dest', 'maravilhoso', 'povo', 'seguimo', 'trabalhando', 'açõ', 'explicitada', 'diariament', 'rede', 'sociai', 'obrigado', 'mina', 'gerai']",39402,8425,[],[],[]
2020-06-27,"['casal', 'humild', 'comunidad', 'baixa', 'quent', 'araçuaímg', 'vale', 'jequitinhonha', 'tudo', 'dentro', 'possível', 'govbr', 'fazendo', 'garantir', 'mínima', 'dignidad', 'povo']",44513,9015,['govbr'],[],[]
2020-06-26,"['sempr', 'determinamo', 'sobr', 'infraestrutura', 'foco', 'princip', 'agir', 'diant', 'obra', 'inacabada', 'trabalho', 'expandir', 'capacidad', 'todo', 'setor', 'logístico', 'humanitário', 'apoiar', 'produtivo', 'brasil', 'breve', 'gigant', 'nordest']",42306,8423,[],[],[]
2020-06-26,"['cguonlin', 'policiafeder', 'ministro', 'wrosariocgu']",2028,206,"['CGUonline', 'policiafederal', 'MPF_PGR', 'WRosarioCGU']",[],['🤝']
2020-06-26,"['tarcisiogdf', 'rogeriosmarinho', 'terezacr', 'minfraestrutura', 'ministro', 'capitão', 'tarcisiogdf']",11413,930,"['tarcisiogdf', 'rogeriosmarinho', 'TerezaCrisMS', 'MInfraestrutura', 'tarcisiogdf']",[],['🤝']
2020-06-26,[],132367,20568,[],[],['🇧🇷']
2020-06-26,['angelpelobrasil'],3829,282,['AngelpeloBrasil'],[],['🇧🇷']
2020-06-26,['rogeriosmarinho'],4731,353,['rogeriosmarinho'],[],['🇧🇷']
2020-06-26,"['agora', 'jati', 'água', 'chegando', 'ceará', 'orientação', 'concluir', 'obra', 'andamento', 'link', 'youtub']",39175,9332,[],[],[]
2020-06-26,"['rogeriosmarinho', 'tarcisiogdf', 'ministro']",8592,589,"['rogeriosmarinho', 'tarcisiogdf']",[],"['🇧🇷', '👍🏻']"
2020-06-26,"['5', 'govbr', 'devolveu', '1500', 'ventilador', 'pulmonar', 'sistema', 'saúd', 'conjunto', 'minsaud', 'senainacion', 'empresa', 'privada', 'recolhido', '3000', 'dest', 'danificado', 'sendo', 'devolvido', 'sociedad', 'pleno', 'funcionamento', 'economiasepec']",15484,3104,"['govbr', 'minsaude', 'SENAInacional', 'EconomiaSepec']",[],[]
2020-06-26,"['4', 'água', 'francisco', 'chegam', 'ceará', 'acionamento', 'comporta', 'eixo', 'nort', 'projeto', 'água', 'abastecem', 'reservatório', 'milagr', 'pe', 'passarão', 'túnel', 'milagr', 'divisa', 'doi', 'estado', 'chegarão', 'reservatório', 'jati', 'seguirão', 'pa', 'rn', 'govbr']",23236,4708,['govbr'],[],[]
2020-06-26,"['3', 'outra', 'obra', 'saneamento', 'extrema', 'importância', 'natal', 'túnel', 'duna', 'investimento', 'acabar', 'principai', 'ponto', 'alagamento', 'zona', 'sul', 'oest', 'capit', 'rn', 'rogeriosmarinho']",9694,2115,"['mdregional_br', 'rogeriosmarinho']",[],[]
2020-06-26,"['2', 'construção', 'aeroporto', 'amazônia', 'meio', 'aquaviário', 'levando', 'equipamento', 'caminhõ', 'insumo', 'solimõ', 'obra', 'aeroporto', 'coariam', 'detalh', 'rede', 'sociai', 'minfraestrutura', 'portosdobrasil', 'aviacaodobrasil', 'marceloscf2', 'tarcisiogdf']",8515,1903,"['MInfraestrutura', 'portosdobrasil', 'aviacaodobrasil', 'Marceloscf2', 'tarcisiogdf']",[],[]
2020-06-26,"['1', 'ferrovia', 'caminho', 'novo', 'leilõ', 'fiol', 'ferrogrão', 'operação', 'nortesul', 'investimento', 'crescent', 'linha', 'férrea', 'minfraestrutura', 'dá', 'importância', 'setor', 'essenci', 'desenvolvimento', 'paí', 'detalh', 'podcast']",34536,7548,['MInfraestrutura'],[],[]
2020-06-25,"['live', 'semana', 'president', 'bolsonaro', 'participação', 'mineconomia', 'paulo', 'gued', 'tema', 'açõ', 'governo', 'diant', 'covid19', 'ajuda', 'direta', 'brasileiro', 'estado', 'município', 'acompanh', 'saiba', 'detalh']",19230,3556,['MinEconomia'],[],[]
2020-06-25,"['damaresalv', 'ministra']",4748,420,['DamaresAlves'],[],['🇧🇷']
2020-06-25,"['informo', 'nomeação', 'professor', 'carlo', 'alberto', 'decotelli', 'silva', 'cargo', 'decotelli', 'bacharel', 'ciência', 'econômica', 'uerj', 'mestr', 'fgv', 'doutor', 'universidad', 'rosário', 'argentina', 'pósdoutor', 'universidad', 'wuppert', 'alemanha']",65574,10870,['MEC_Comunicacao'],[],[]
2020-06-25,"['questão', 'soberania', 'atendendo', 'interess', 'bancada', 'parlamentar', 'região', 'governo', 'inicia', 'obra']",12372,2273,[],[],[]
2020-06-25,"['br319', 'porto', 'velho', 'manau', 'minfraestrutura', 'tarcisiogdf', 'lançou', 'edit', 'repavimentar', 'primeiro', '52', 'km', 'br319', 'construída', 'década', '70', 'rodovia', 'abandonada', 'hoje', 'encontras', 'intransitável']",22997,4165,"['MInfraestrutura', 'tarcisiogdf']",[],[]
2020-06-25,"['govbr', 'prioriza', 'produto', 'agricultura', 'familiar', 'compra', 'diant', 'baixo', 'juro', 'lança', 'crédito', 'especi', 'pequeno', 'produtor', 'terezacr']",7443,1344,"['govbr', 'Mapa_Brasil', 'TerezaCrisMS']",[],[]
2020-06-25,"['d', 'rogeriosmarinho', 'anuncia', 'açõ', 'pasta', 'pernambuco']",7584,1362,"['mdregional_br', 'rogeriosmarinho']",[],[]
2020-06-25,"['c', 'acesso', 'internet', 'agora', 'pode', 'pedir', 'auxílio', 'emergenci', 'objetivo', 'incluir', 'população', 'vulnerável', 'detalh', 'rede', 'sociai', 'mincidadania']",4898,1101,['MinCidadania'],[],[]
2020-06-25,"['b', 'brasil', 'volta', 'lista', '25', 'país', 'confiávei', 'investimento', 'única', 'nação', 'américa', 'latina', 'rank', 'votação', 'feita', 'executivo', '500', 'maior', 'empresa', 'mundo', 'via', 'mineconomia', 'secomvc', 'detalh']",6525,1561,"['MinEconomia', 'secomvc']",[],[]
2020-06-25,"['além', 'tudo', 'divulgado', 'diariament', 'avanço', 'pesquisa', 'novo', 'medicamento', 'contra', 'covid19', 'via', 'mctic', 'minsaud', 'anuncia', 'avanço', 'fechamento', 'acordo', 'universidad', 'oxford', 'produção', 'vacina']",18070,3620,"['mctic', 'Astro_Pontes', 'minsaude']",[],[]
2020-06-24,"['3', 'criação', 'cadastro', 'registro', 'nacion', 'positivo', 'condutor', 'possibilita', 'benefício', 'fiscai', 'tarifário', 'condutor', 'cometeram', 'infraçõ', 'último', '12', 'mese', 'projeto', 'agora', 'espera', 'votação', 'senado']",22976,3285,[],[],[]
2020-06-24,"['2', 'aumento', '20', '40', 'ponto', 'limit', 'suspensão', 'cnh', 'condutor', 'cometido', 'nenhuma', 'infração', 'gravíssima', 'motorista', 'profissionai', 'teto', '40', 'ponto', 'independentement', 'infração']",23006,3307,[],[],[]
2020-06-24,"['câmara', 'aprova', 'pl', 'governo', 'sobr', 'código', 'trânsito', 'dentr', 'principai', 'mudança', '1', 'prazo', 'renovação', 'cnh', 'passa', 'dez', 'ano', 'motorista', 'idad', 'inferior', '50', 'ano', 'cinco', 'ano', 'idad', '50', '70', 'ano', 'trê', 'acima', '70']",42438,7556,[],[],[]
2020-06-24,['secomvc'],15917,1204,['secomvc'],[],"['🇧🇷', '🤝']"
2020-06-24,"['mincidadania', 'govbr', 'secomvc', 'onyxlorenzoni', 'tvbrasilgov', 'tvbrasil', 'casacivilbr', 'agenciabrasil', 'avozdobrasil', 'dataprev']",995,101,"['MinCidadania', 'govbr', 'secomvc', 'onyxlorenzoni', 'tvbrasilgov', 'TVBrasil', 'casacivilbr', 'agenciabrasil', 'avozdobrasil', 'dataprev']",[],['🇧🇷']
2020-06-24,"['medida', 'consolida', 'legislação', 'valoriza', 'responsabilidad', 'estimula', 'espírito', 'solidário', 'brasileiro', 'principalment', 'nest', 'momento', 'crise', 'devido', 'impacto', 'econômico', 'sociai', 'causado', 'pandemia', 'covid19']",21391,3004,[],[],[]
2020-06-24,"['sancionamo', 'lei', 'combat', 'desperdício', 'alimento', 'pl119420', 'senador', 'collor', 'permit', 'estabelecimento', 'forma', 'direta', 'colaboração', 'poder', 'público', 'instituiçõ', 'caridad', 'igreja', 'fazer', 'doaçõ', 'gratuita', 'isenta', 'encargo', 'carent']",47050,8083,[],[],[]
2020-06-24,"['conversa', 'deputado', 'feder', 'bolsonarosp', 'minfraestrutura', 'tarcisiogdf', 'mostra', 'realizaçõ', 'pasta', 'açõ', 'govbr', 'andamento']",19668,3485,"['BolsonaroSP', 'MInfraestrutura', 'tarcisiogdf', 'govbr']",[],[]
