date,tokens,likes,retweets,mencoes,hashtags,emojis
2019-10-27,"['contrataria', 'palestrant', 'empresa', 'pagando', 'r375000', 'contratar', 'dinheiro', 'ninguém', 'nada', 'ver', 'tá', 'ok', 'merval', 'pereira', 'colunista', 'globo', '240316', 'empresa', 'mpf', 'produçõ', 'eventosrecebeu', 'senacrj', 'r375000', 'palestra']",50578,11221,[],[],[]
2019-10-27,"['palavra', 'gener', 'villa', 'boa', 'real', 'interess', 'internacion', 'amazônia', 'dói', 'alma', 'ver', 'brasileiro', 'enxergando', 'campanha', 'fabricada', 'contra', 'soberania', 'região']",65416,15545,[],[],[]
2019-10-27,"['ainda', 'oportunidad', 'conversar', 'president', 'equador', 'chile', 'argentina', 'espanha', 'solidarizaram', 'brasil', 'campanha', 'notícia', 'falsa', 'enfrentamo', 'colocaram', 'disposição', 'ajudarno', 'combat', 'incêndio', 'amazônia']",61221,9889,[],[],[]
2019-10-27,"['president', 'trump', 'coloc', 'disposição', 'ajudar', 'proteção', 'amazônia', 'combat', 'queimada', 'assim', 'desejarmo', 'bem', 'trabalharmo', 'junto', 'política', 'ambient', 'respeit', 'soberania', 'país']",52680,7269,[],[],[]
2019-10-27,"['hoje', 'excelent', 'conversa', 'president', 'realdonaldtrump', 'relaçõ', 'brasil', 'eua', 'melhor', 'nunca', 'desejo', 'mútuo', 'lançar', 'grand', 'negociação', 'comerci', 'breve', 'finalidad', 'promov', 'prosperidad', 'povo']",69378,9858,['realDonaldTrump'],[],[]
2019-10-27,"['cumprimento', 'ministro', 'ernestofaraujo', 'paulo', 'gued', 'terezacr', 'frent', 'negociaçõ', 'grand', 'dia']",31258,3706,"['ernestofaraujo', 'TerezaCrisMS']",[],[]
2019-10-27,"['concluímo', 'hoje', 'negociaçõ', 'acordo', 'livr', 'comércio', 'mercosul', 'efta', 'suíça', 'noruega', 'islândia', 'liechtenstein', 'pib', 'us11', 'trilhão', '9', 'maior', 'ator', 'comerci', 'mundo', 'grand', 'vitória', 'diplomacia', 'abertura', 'comerci']",63175,10212,[],[],"['🇧🇷', '👍']"
2019-10-27,"['chefe', 'maior', 'democracia', 'mundo', 'desejo', 'povo', 'francê', 'paz', 'felicidad']",61320,7040,[],[],[]
2019-10-27,"['lamento', 'posição', 'chefe', 'estado', 'frança', 'dirigir', 'pr', 'brasileiro', 'mentiroso', 'divulgamo', 'foto', 'século', 'passado', 'potencializar', 'ódio', 'contra', 'brasil', 'mera', 'vaidad', 'paí', 'verd', 'amarelo', 'mora', 'coração', 'todo', 'mundo']",91082,14599,[],[],[]
2019-10-27,"['fogo', 'ard', 'soberania', 'sobr', 'amazônia', 'assista', 'coment', 'compartilh']",48181,14554,[],[],[]
2019-10-27,"['segundo', 'dado', 'cadastro', 'geral', 'empregado', 'desempregado', 'cage', 'criada', 'admissõ', 'demissõ', '43820', 'nova', 'vaga', 'trabalho', 'julho', 'quarto', 'mê', 'consecutivo', 'saldo', 'positivo', 'geração', 'emprego', 'agora', '461', 'mil', 'novo', 'emprego', '2019']",34221,5754,[],[],"['🇧🇷', '👍']"
2019-10-27,[],34049,6724,[],[],['👍🏼']
2019-10-27,"['continuamo', 'enxugando', 'gasto', 'dinheiro', 'público', 'mineconomia']",20409,3477,['MinEconomia'],[],[]
2019-10-27,"['live', 'quintafeira', 'president', '22082019', 'link', 'youtub']",13732,2159,[],[],[]
2019-10-27,"['governo', 'brasileiro', 'segu', 'aberto', 'diálogo', 'base', 'dado', 'objetivo', 'respeito', 'mútuo', 'sugestão', 'president', 'francê', 'assunto', 'amazônico', 'discutido', 'g7', 'participação', 'país', 'região', 'evoca', 'mentalidad', 'colonialista', 'descabida', 'século', 'xxi']",64422,10453,[],[],[]
2019-10-27,"['lamento', 'president', 'macron', 'busqu', 'instrumentalizar', 'questão', 'interna', 'brasil', 'outro', 'país', 'amazônico', 'p', 'ganho', 'político', 'pessoai', 'tom', 'sensacionalista', 'refer', 'amazônia', 'apelando', 'p', 'foto', 'falsa', 'contribui', 'nada', 'solução', 'problema']",97044,17227,[],[],[]
2019-10-27,"['hoje', 'lançamo', 'portal', '300', 'serviço', 'digitalizado', 'procurado', 'cidadão', 'iniciativa', 'simplificação', 'agilidad', 'brasileiro', 'gerando', 'economia', 'anual', 'cerca', 'r6', 'bilhõ', 'govbr']",27601,5577,['govbr'],[],[]
2019-10-27,"['casacivilbr', 'outro', 'ministério', 'envolvido', 'via', 'programa', 'parceria', 'investimento', 'realizarão', 'nova', 'rodada', 'desestatização', 'setor', 'ligado', 'infraestrutura', 'construção', 'crech', 'presídio', 'gestão', 'parqu', 'nacionai', 'saiba']",18808,3142,['casacivilbr'],[],[]
2019-10-27,"['follow', 'the', 'thread']",24010,4636,[],[],[]
2019-10-27,['jiaoguilherm'],1619,218,['jiaoguilherme'],[],['👍']
2019-10-27,['dadsdaughter777'],1259,44,['DadsDaughter777'],[],['👍']
2019-10-27,"['mp', 'liberdad', 'econômica', 'aprovada', 'senado', 'vitória', 'brasileiro', 'frent', 'ambient', 'cada', 'vez', 'favorável', 'quer', 'produzir', 'geração', 'emprego', 'crescimento', 'economia', 'grand', 'noit']",48888,6530,[],[],['👍']
2019-10-27,"['comissão', 'relaçõ', 'exterior', 'presidida', 'dep', 'eduardo', 'bolsonaro', 'aprov', 'acordo', 'salvaguarda', 'tecnológica', 'p', 'centro', 'lançamento', 'alcântara', 'maranhão', '20', 'ano', 'esperávamo', 'efetivação', 'acordo', 'pudess', 'colocar', 'seleto', 'grupo', 'corrida', 'espaci']",39349,5274,[],[],[]
2019-10-27,"['tudo', 'sobr', 'amazônia', 'queimada', 'ong', 'fundo', 'soberania', 'interess', 'externo', 'etc']",27235,5380,[],[],[]
2019-10-27,"['confio', 'plenament', 'ministro', 'conferi', 'total', 'autonomia', 'setor', 'imprensa', 'acusam', 'interferir', 'pf', 'lembro', 'acordo', 'lei', '1304714', 'escolha', 'diretor', 'geral', 'dessa', 'exemplar', 'instituição', 'competência', 'exclusiva', 'president', 'república']",47089,6764,[],[],[]
2019-10-27,[],50978,5678,[],[],[]
2019-10-27,"['recebi', 'visita', 'padr', 'periquito', 'bom', 'dia', 'todo']",34256,3500,[],[],[]
2019-10-27,"['caixa', 'econômica', 'feder', 'lança', 'novo', 'plano', 'compra', 'casa', 'própria', 'diminuindo', 'juro', 'comprador', 'final', 'redução', '30', '50', 'valor', 'prestaçõ', 'mensai']",55992,8006,[],[],[]
2019-10-27,"['parabén', 'policiai', 'rio', 'janeiro', 'ação', 'bem', 'sucedida', 'pô', 'fim', 'sequestro', 'ônibu', 'pont', 'rioniterói', 'nesta', 'manhã', 'criminoso', 'neutralizado', 'nenhum', 'refém', 'ferido', 'hoje', 'chora', 'família', 'inocent']",142905,20721,[],[],[]
2019-10-27,"['1991', 'norambuena', 'condenado', 'chile', 'assassinato', 'senador', 'jaim', 'guzmán']",28860,2913,['SF_Moro'],[],[]
2019-10-27,"['política', 'cooperar', 'outro', 'país', 'dar', 'abrigo', 'criminoso', 'terrorista', 'vencido', 'problema', 'burocrático', 'brasil', 'chile', 'hoje', 'extraditando', 'norambuena', 'sequestrador', 'publicitário', 'washington', 'olivetto', '2001']",40813,4875,[],[],[]
2019-10-27,"['torno', '40', 'fundo', 'amazônico', 'vai', 'ong', 'refúgio', 'muito', 'ambientalista', 'veja', 'matança', 'baleia', 'patrocinada', 'noruega']",50657,9866,[],[],[]
2019-10-27,"['provérbio', '2819', 'lavra', 'terra', 'comida', 'fartura', 'persegu', 'fantasia', 'fartará', 'miséria']",43991,6005,[],[],[]
2019-10-27,"['série', 'joão', '832', '4', 'possível', 'retorno', 'turma', 'foro', 'paulo', 'argentina', 'agora', 'povo', 'saca', 'massa', 'dinheiro', 'banco', 'argentina', 'populismo', 'cada', 'vez', 'próxima', 'venezuela']",51904,7240,[],[],[]
2019-10-27,"['grand', 'vitória', 'borrachinhamma']",33113,2685,['BorrachinhaMMA'],[],"['👍', '🇧🇷']"
2019-10-27,"['rua', 'guaratinguetásp', 'rumo', 'barreto']",30530,3840,[],[],['🇧🇷']
2019-10-27,"['logo', '20', 'hs', 'estarei', 'barretossp', 'festa', 'peão', 'boiadeiro', 'abraço', 'paulo']",22845,2843,[],[],[]
2019-10-27,"['academia', 'militar', 'agulha', 'negra', 'humildad', 'honestidad', 'patriotismo', 'marca', 'povo', 'brasileiro']",32201,4042,[],[],['🇧🇷']
2019-10-27,"['último', '22', 'ano', '1995', '2016', 'brasil', 'saqueado', 'transformado', 'anão', 'relaçõ', 'internacionai', 'enéa', 'carneiro', 'sargento', 'exército', 'médico', 'dá', 'certeza', 'urgência', 'preocuparmo', 'rica', 'cobiçada', 'amazônia']",65826,15824,[],[],[]
2019-10-27,"['recepção', 'bravo', 'panamericano', 'lima2019', 'ness', 'sábado', 'entrega', 'espadin', 'aman', 'noit', 'festa', 'peão', 'boiadeiro', 'barretossp']",34335,4387,[],[],[]
2019-10-27,"['bori', 'casoy', 'retirada', 'radar', 'móvei', 'rodovia', 'federai', 'vamo', 'deixar', 'infernizar', 'vida', 'motorista']",44314,7760,[],[],[]
2019-10-27,"['assinei', 'decreto', '9971', 'reduz', 'imposto', 'sobr', 'jogo', 'eletrônico', 'ipi', 'ant', 'variava', '20', '50', 'passa', 'valer', '16', '40', 'sei', 'pouco', 'seguir', 'critério', 'acredito', 'volum', 'arrecadado', 'deva', 'alterar', 'tendo', 'vista', 'aumento', 'demanda']",61063,7173,[],[],[]
2019-10-27,"['live', 'quintafeira', 'president', '15082019', 'assista', 'realizaçõ', 'semana', 'governo', 'bolsonaro', 'link', 'youtub']",13420,2029,[],[],[]
2019-10-27,"['prefeito', 'miami', 'visita', 'reforça', 'laço', 'estado', 'unido']",31977,4589,[],[],[]
2019-10-27,"['apó', 'g20', 'caso', 'demarcado', 'alguma', 'dezena', 'área', 'indígena', 'orientado', 'pesada', 'multa', 'produtor', 'rurai', 'mundo', 'estaria', 'acusando', 'falsament', 'destruir', 'amazônia', 'soberania', 'região', 'riqueza', 'verdadeirament', 'jogo']",36265,6435,[],[],[]
2019-10-27,"['rio', 'grand', 'sul', 'corr', 'risco', 'volta', 'esquerda', 'argentina', 'passar', 'sofrimento', 'roraima', 'relação', 'venezuela']",32636,3501,[],[],[]
2019-10-27,"['vamo', 'acabar', 'brasil']",32805,4336,[],[],[]
2019-10-27,[],22600,3209,[],[],"['🇧🇷', '👍']"
2019-10-27,"['preço', 'começam', 'aproximar', 'valor', 'paí', 'cada', 'vez', 'semelhant', 'venezuela']",33317,3637,[],[],[]
2019-10-27,"['fernandezkirchn', '47', 'voto', 'prévia', 'eleiçõ', 'argentina', 'domingo', 'peso', 'desvaloriz', '45', '59', 'perda', '30', 'riscopaí', 'subiu', '860', '1800', 'ponto', 'açõ', 'perderam', '50', 'valor']",51560,8339,[],[],[]
2019-10-27,"['prefeito', 'mão', 'santa', 'parnaíba', 'obrigado', 'piaui', 'abraço', 'nordest']",32501,4829,[],[],[]
2019-10-27,"['recepção', 'calorosa', 'parnaíbapiauí']",51871,8333,[],[],['🇧🇷']
2019-10-27,"['hum129', 'abraço', 'fã', 'counter', 'strike']",6004,1695,['Hum129'],[],['👍']
2019-10-27,"['345', 'x', '76', 'textobas', 'medida', 'provisória', 'liberdad', 'econômica', 'acaba', 'aprovado', 'câmara', 'brasil', 'dá', 'passo', 'importantíssimo', 'rumo', 'prosperidad', 'parabén', 'parlamentar', 'caminho', 'meno', 'burocracia', 'emprego']",55570,8154,[],[],['🇧🇷']
2019-10-27,"['grand', 'dia']",7555,1141,[],[],['👍']
2019-10-27,"['parabén', 'atleta', 'representaram', 'brasil', 'jogo', 'panamericano', 'lima', '2019', 'segundo', 'lugar', 'quadro', 'medalha', '55', 'ouro', '45', 'prata', '71', 'bronz', 'melhor', 'desempenho', 'história', 'medalhista', '543', 'atleta', 'força', 'armada']",55036,6670,[],[],"['👍', '🇧🇷']"
2019-10-27,"['resumo', 'ida', 'pelotasr', 'ocasião', 'entrega', 'trecho', 'br', '116']",33863,5204,[],[],[]
2019-10-27,"['repórter', 'governo', 'dando', 'certo', 'entregando', 'obra']",70992,13107,[],[],[]
2019-10-27,"['inauguração', '3', 'trecho', 'br116', 'pelota', 'camaquã', 'rio', 'grand', 'sul', 'totalizando', '47', 'km']",35426,4962,[],[],[]
2019-10-27,"['boa', 'noit', 'bom', 'início', 'semana', 'todo']",61271,4174,[],[],['🇧🇷']
2019-10-27,"['feliz', 'dia', 'pai', 'foto', 'peix', 'pai', 'perci', 'geraldo', 'bolsonaro', 'lado', 'ótimo', 'domingo', 'todo']",67816,5094,[],[],"['🇧🇷', '👍']"
2019-10-27,"['parabén', 'todo', 'papai', 'brasil', 'tirei', 'foto', 'ontem', 'catedr', 'brasílial', 'conhecido', 'água', 'autoriz', 'dissem', 'ficaria', 'honrado', 'publicação', 'pai', '3', 'filho']",53060,5177,[],[],[]
2019-10-27,"['luca', '122', 'nada', 'encoberto', 'descoberto', 'oculto', 'sabido']",42225,5445,[],[],[]
2019-10-27,"['série', 'joão', '832', '3', 'nunca', 'necessário', 'reunir', 'força', 'brasileiro', 'inclinaçõ', 'caráter', 'sadio', 'ment', 'algemada', 'ilusão', 'vantagen', 'pessoai', 'poder', 'autor', 'desconhecido']",49633,6036,[],[],[]
2019-10-27,"['veja', 'algun', 'avanço', 'governo', 'bolsonaro', 'infelizment', 'senhora', 'verá', 'grand', 'imprensa']",20850,4217,[],[],[]
2019-10-27,"['obrigado', 'todo', 'confiança', 'via', 'taoquei1', 'youtub', 'explicam', 'votaram', 'jair', 'bolsonaro']",24443,3632,['taoquei1'],[],['🇧🇷']
2019-10-27,"['amanhã', 'dia', 'dia', 'pai', 'comemor', 'curta', 'esposa', 'filho', 'dia', 'deu', 'abenço', 'família', 'vídeo', 'pai', 'desfilam', 'filho', 'colégio', 'militar', 'rio', 'janeiro']",42247,5079,[],[],['🇧🇷']
2019-10-27,"['estudo', 'preliminar', 'ond', 'procura', 'atend', 'interess', 'grand', 'massa', 'trabalhador', 'simplificar', 'desburocratizar', 'objetivo']",18248,2921,[],[],[]
2019-10-27,"['esquerda', 'sempr', 'aleg', 'defend', 'diálogo', 'sabemo', 'feito', 'diálogo', 'mensalão', 'petrolão', 'dessa', 'vez', 'líder', 'facção', 'criminosa', 'pcc', 'revela', 'sentir', 'falta', 'diálogo', 'cabuloso', 'governo', 'pt', 'sinal', 'caminho', 'certo']",61239,14192,[],[],['🇧🇷']
2019-10-27,"['queremo', 'tirar', 'excesso', 'código', 'penal', 'afin', 'atirar', 'bandido', 'dua', 'veze', 'deve', 'motivo', 'comemoração', 'sinal', 'polici', 'vivo', 'condenação', 'excesso', 'jornalista']",54848,8321,[],[],[]
2019-10-27,"['grand', 'medida', 'combat', 'desmatamento', 'fim', 'obrigação', 'part', 'empresa', 'publicar', 'balancet', 'jornai', 'grand', 'circulação', 'capitão', 'motosserra', 'defesa', 'meio', 'ambient', 'jornai', 'deixam', 'faturar', 'ano', 'torno', 'r', '1', 'bilhão']",34688,5564,[],[],[]
2019-10-27,"['caso', 'isabella', 'ocorrido', '2008', 'repercutiu', 'todo', 'brasil', 'criança', '5', 'ano', 'jogada', 'janela', 'apartamento', 'hoje', 'pai', 'condenado', 'assassinato', 'beneficiado', 'saída', 'temporária', 'dia', 'pai', 'grave', 'ofensa', 'contra', 'todo', 'brasileiro', 'lamentável']",114510,16999,[],[],[]
2019-10-27,"['novembro2014', 'defini', 'comissão', 'verdad', 'hoje', 'live', '19h', 'mp', 'tirou', 'r', '1', 'bilhão', 'grand', 'jornai', 'roubo', 'ouro', 'sp', 'verdad', 'sobr', 'ouro', 'tolo']",29563,4789,[],[],[]
2019-10-27,"['força', 'aérea', 'transportando', 'órgão', 'salvando', 'vida', 'parabén', 'esquadrão', 'pégaso5', 'etafabcanoasr']",36005,4878,[],[],[]
2019-10-27,"['partir', 'setembro', 'biodiesel', 'representará', '11', 'total', 'mistura', 'óleo', 'diesel', 'consumido', 'brasil', 'b11', 'biodiesel', 'produzido', '80', 'soja', 'representa', 'emprego', 'campo', 'redução', 'importação', 'diesel', 'meno', 'poluição']",43150,6159,[],[],[]
2019-10-27,"['atendendo', 'imprensa', 'tanto', 'critic', 'sobr', 'desmatamento', 'boa', 'notícia', 'balancet', 'empresa', 'agora', 'poderão', 'publicado', 'site', 'dispensando', 'jornai', 'meno', 'papéi', 'meno', 'desmatamento', 'apena', 'lamento', 'meno', 'lucro', 'jornai']",65364,11422,[],[],[]
2019-10-27,"['jornal', 'globo', 'lê', 'informado', 'lê', 'desinformado']",40490,7183,[],[],[]
2019-10-27,"['atenção', 'imprensa', 'campanha', 'acab']",49721,6555,[],[],[]
2019-10-27,"['cristália', 'produto', 'químico', 'farmacêutico', 'povo', 'itapirasp']",28502,3827,[],[],[]
2019-10-27,"['série', 'joão', '832', '2', 'president', 'pode', 'misturar', 'política', 'religião', 'estado', 'laico', 'sim', 'president', 'república', 'cristão', 'aproximadament', '90', 'povo', 'brasileiro', 'romano', '831', 'deu', 'contra']",64300,8770,[],[],[]
2019-10-27,"['independência', 'poder', 'ganham', 'legislativo', 'executivo', 'especialment', 'povo', 'devemo', 'total', 'lealdad']",47460,8299,[],[],[]
2019-10-27,"['antecipação', '50', '13', 'aposentado', 'inss', 'definido', 'mp', 'dia', 'ontem', 'entra', 'estudo', 'trazer', 'p', 'dentro', 'mê', 'trabalhado', 'pagamento', 'servidor', 'civi', 'união', 'militar', 'ffaa', 'parabén', 'sec', 'especi', 'previdência', 'trabalho', 'rogério', 'marinho', 'equip']",26538,4014,[],[],[]
2019-10-27,"['boa', 'noit', 'todo']",75443,10038,[],[],['🇧🇷']
2019-10-27,"['visando', 'incentivar', 'investimento', 'última', 'sextafeira', 'ministério', 'economia', 'zerou', 'temporariament', 'imposto', 'importação', '281', 'máquina', 'equipamento', 'produção', 'brasil', 'sendo', '261', 'ben', 'capit', '20', 'informática', 'telecomunicaçõ']",44663,6244,[],[],['👍🏻']
2019-10-27,"['leda', 'nagl', 'entrevista', 'president', 'jair', 'bolsonaro', 'assista', 'íntegra']",19058,2945,[],[],[]
2019-10-27,"['medida', 'provisória', 'assinada', 'hoje', 'garant', 'antecipação', 'metad', '13', 'aposentado', 'pensionista', 'mê', 'agosto', 'mp', 'proporciona', 'segurança', 'previsibilidad', 'aposentado', 'pensionista', 'garantia', 'receb', 'todo', 'ano', 'pagamento', 'mê']",33948,5007,[],[],[]
2019-10-27,"['série', 'joão', '832', 'exist', 'fome', 'brasil', 'somado', 'bolsa', 'família', 'bpc', 'aposentadoria', 'rural', 'massa', 'r', '200', 'bilhõ', 'vão', 'p', 'bolso', 'pobr', 'todo', 'ano', 'logo', 'entend', 'fome', 'sistêmica', 'endêmica', 'brasil', 'osmar', 'terra', 'min', 'cidadania']",35040,4999,[],[],[]
2019-10-27,"['nesta', 'segundafeira', 'participarei', 'inauguração', 'usina', 'solar', 'flutuant', 'reservatório', 'sobradinhoba', 'novo', 'projeto', 'geração', 'fotovoltaica', 'virão', 'obra', 'nordest']",46970,8500,[],[],[]
2019-10-27,"['agora', 'imprensa', 'critica', 'querer', 'diminuir', 'imposto', 'campanha', 'ainda', 'acab', 'continuam', 'atacando', 'amanhã', 'estarei', 'bahia', 'chover', 'responsabilizado']",61428,9013,[],[],[]
2019-10-27,"['pescador', 'brasil', 'prazer', 'receb', 'pescador', 'santa', 'catarina', 'aqui', 'brasília', 'vamo', 'desburocratizar', 'desregulamentar', 'otimizar', 'pesca', 'brasil', 'tudo', 'alcanc', 'secretário', 'pesca', 'jorg', 'seif', 'faremo', 'boa', 'viagem', 'todo']",28040,3877,[],[],[]
2019-10-27,"['nunca', 'mundo', 'paí', 'tão', 'roubado', 'quanto', 'brasil', 'pt', '2003', '2016', 'projeto', 'poder', 'enriquecimento']",52255,7574,[],[],[]
2019-10-27,"['hoje', 'união', 'gastou', 'r', '99', 'bilhõ', 'indenizaçõ', 'pensõ', 'paga', 'anistiado', 'político', 'dinheiro', 'suado', 'povo', 'ordeiro', 'trabalhador', 'pago', '39370', 'pessoa', 'dita', 'perseguida', 'autointitulada', 'defensora', 'democracia']",67072,10495,[],[],[]
2019-10-27,"['ditador', 'cubano', 'recebia', 'r', '1', 'bilhão', 'ano', 'brasil', 'trabalho', '10', 'mil', 'profissionai', 'saúd', 'aqui', 'viviam', 'condiçõ', 'análoga', 'escravidão', 'mamata', 'acab', 'agora', 'recurso', 'utilizado', 'saúd', 'programa', 'médico', 'brasil']",39405,8287,[],[],[]
2019-10-27,"['gener', 'miotto', 'cm', 'gener', 'santo', 'filho', 'diretor', 'dnit', 'capitão', 'tarcísio', 'ministro', 'infraestrutura', 'obra', 'br', '116', 'rio', 'grand', 'sul', 'parabén', 'exército', 'brasileiro']",41274,6522,[],[],[]
2019-10-27,"['empresário', 'fala', 'sobr', '7', 'mese', 'governo']",19429,2949,[],[],[]
2019-10-27,"['richard', 'rasmussen', 'muita', 'honra', 'embaixador', 'turismo', 'brasil']",67060,9111,[],[],['🇧🇷']
2019-10-27,"['contra', 'fato', 'argumento', '7', 'mese', 'governo', '408', 'mil', 'posto', 'trabalho', 'melhor', 'resultado', '5', 'ano', 'cage', 'desemprego', 'queda', 'ibg', 'meno', '20', 'crime', 'sinesp', 'alta', '147', 'turismo', 'negócio', 'abracorp', 'maior', 'programa', 'ferroviário', 'último', '100', 'ano']",101347,19699,[],[],"['👍', '🇧🇷']"
2019-10-27,"['apó', 'menor', 'selic', 'história', 'caixa', 'econômica', 'reduz', 'taxa', 'chequ', 'especi', 'cdc', 'crédito', 'pequena', 'média', 'empresa', 'sim', 'percentuai', 'ainda', 'alto', 'cef', 'deu', '1', 'passo', 'aguardamo', 'concorrência']",37834,6274,[],[],[]
2019-10-27,"['abu', 'dhabi', 'deputado', 'bolsonarosp', 'recebido', 'subsecretário', 'ministro', 'defesa', 'emirado', 'árabe', 'unido', 'senhor', 'matar', 'dhaheri', 'exposto', 'interess', 'brasil', 'venda', 'embraer', 'kc390', 'possibilidad', 'termo', 'adido', 'militar', 'brasileiro', 'local']",19897,2587,['BolsonaroSP'],[],[]
2019-10-27,['rogeriosd6543'],2000,37,['rogeriosd6543'],[],['👍']
2019-10-27,"['criticar', 'cortar', 'cabelo', 'durant', 'expedient', 'folha', 'volta', 'criticar', 'cumprimentar', 'empresário', 'palavrõ', 'meyer', 'nigri', 'flávio', 'rocha', 'luciano', 'hang', 'assista']",59009,6645,[],[],[]
2019-10-27,"['governo', 'estado', 'unido', 'oficializ', 'noit', 'desta', 'quarta', '3107', 'indicação', 'brasil', 'aliado', 'preferenci', 'extraotan', 'medida', 'important', 'defesa']",51465,6674,[],[],['👍']
2019-10-27,"['completo', '7', 'mese', 'governo', 'diverso', 'setor', 'dão', 'sinai', 'recuperação', 'ferrovia', 'aviação', 'turismo', 'segurança', 'posto', 'trabalho', 'economia', 'caminho', 'certo', 'bom', 'dia', 'todo']",86762,11166,[],[],['🇧🇷']
2019-10-27,"['imagen', 'inédita', '07set2018', 'devo', 'vida', 'deu', 'obrigado', 'todo', 'oraçõ', 'confiança', 'missão', 'recuperar', 'brasil', 'todo']",58894,6834,[],[],['🇧🇷']
2019-10-27,"['banco', 'central', 'fixou', 'selic', '6', 'menor', 'taxa', 'juro', 'história', 'inflação', 'queda', 'nova', 'previdência', 'resgat', 'confiança', 'brasil', 'sinalizam', 'executivo', 'legislativo', 'caminho', 'certo', 'grand', 'dia']",63005,9172,[],[],"['🇧🇷', '👍']"
2019-10-27,"['recebi', 'hoje', 'secretário', 'comércio', 'eua', 'wilbur', 'ross', 'secretaryross', 'discutimo', 'forma', 'aumentar', 'cooperação', 'comércio', 'investimento', 'país', 'enorm', 'sintonia', 'aproximação', 'brasil', 'eua', 'trará', 'grand', 'benefício', 'povo']",34190,5019,['secretaryross'],[],[]
2019-10-27,"['usam', 'polêmica', 'criada', 'órgão', 'imprensa', 'parciai', 'p', 'dizer', 'governo', 'vai', 'mal', 'pior', 'informo', 'segundo', 'dado', 'divulgado', 'ibg', 'desemprego', 'caiu', '3ª', 'vez', 'seguida', 'atingiu', 'menor', 'taxa', 'ano', 'abaixo', 'índice', 'período', '2018']",56647,10228,[],[],"['👍', '🇧🇷']"
2019-10-27,"['grand', 'pesar', 'recebi', 'hoje', 'notícia', 'falecimento', 'sra', 'maria', 'auxiliadora', 'delgado', 'primeiradama', 'uruguai', 'conhecida', 'dedicada', 'religiosidad', 'manifesto', 'president', 'tabaré', 'vázquez', 'família', 'sentida', 'condolência', 'profundo', 'sentimento', 'pesar']",31518,2643,[],[],[]
2019-10-27,"['lutamo', 'desfaz', 'política', 'errada', 'última', 'década', 'começar', 'audiência', 'custódia', 'desarmamento', 'cidadão']",38159,4275,[],[],[]
2019-10-27,"['assisti', 'cena', 'horror', 'presídio', 'pará', 'vi', 'cena', 'macabra', 'praticada', 'morreram', 'contra', 'pessoa', 'humild', 'indefesa', 'presídio', 'guerra', 'ond', 'praticament', 'lado', 'armado']",50772,6255,[],[],[]
2019-10-27,"['defesa', 'adélio', 'induziu', 'passar', 'maluco', 'pena', 'agora', 'perpétua', 'manicômio', 'judici', 'algum', 'familiar', 'próprio', 'quiser', 'abrir', 'jogo', 'comigo', 'disposição', 'afin', 'caso', 'celso', 'daniel', 'história', 'pode', 'repetir', 'adélio', 'comparsa']",45376,8006,[],[],[]
2019-10-27,"['logo', 'estarei', 'anápolisgo', 'boa', 'noit', 'todo']",28365,2177,[],[],['🇧🇷']
2019-10-27,"['hoje', '30julho', 'eduardo', 'bolsonarosp', 'jakarta', 'receb', 'chequ', 'simbólico', 'r', '31', 'bilhõ', 'paper', 'excel', 'valor', 'investido', 'brasil', '2022', 'tudo', 'função', 'volta', 'confiança', 'governo', 'jair', 'bolsonaro']",30345,4789,['BolsonaroSP'],[],[]
2019-10-27,"['donald', 'trump', 'relaçõ', 'comerciai', 'brasil', 'indicação', 'eduardo', 'bolsonaro', 'embaixada', 'americana']",50544,7594,[],[],[]
2019-10-27,"['confesso', 'vergonha', 'folha', 'paulo']",63337,9005,[],[],[]
2019-10-27,"['apó', 'dispensa', 'visto', 'turista', 'americano', 'australiano', 'canadens', 'japones', 'parqu', 'catarata', 'iguaçu', 'recebeu', 'quas', '40', 'visitant', 'dess', 'país', 'levandos', 'conta', 'período', '2018', 'excelent', 'dia', 'todo']",62404,8134,[],[],[]
2019-10-27,['fallenc'],38546,1418,['FalleNCS'],[],"['🇧🇷', '👍']"
2019-10-27,[],35649,3167,[],[],[]
2019-10-27,"['agosto', 'criaremo', 'secretaria', 'animai', 'atend', 'tão', 'caro', 'conversei', 'min', 'defesa', 'sobr', 'uso', 'dependência', 'ffaa', 'início', 'dess', 'atendimento', 'todo', 'pouco', 'cargo', 'virão', 'outra', 'secretaria', 'qualquer', 'nova', 'despesa', 'união']",44580,5508,[],[],[]
2019-10-27,"['sobr', 'morador', 'rua', 'assassin', 'doi', 'inocent', 'alguém', 'pudess', 'parálo', 'enquanto', 'cometia', 'atrocidad', 'inclus', 'polícia', 'chegou', 'local', 'atir', 'bandido', 'neutralizado', 'caso', 'contrário', 'poderia', 'pior', 'parem', 'enganar', 'população']",43218,6914,[],[],[]
2019-10-27,"['fim', '2019', '6500', 'escola', 'rurai', 'passarão', 'ter', 'internet', 'banda', 'larga', 'atravé', 'programa', 'educação', 'conectada', '4500', 'instituiçõ', 'contemplada', 'grand', 'maioria', 'nort', 'nordest', 'investimento', 'r', '120', 'milhõ', 'ano']",49088,7525,[],[],[]
